reactionId	solver	compartment	r ; p	ratelaw	parameter1	parameter2	parameter3	parameter4	parameter5	parameter6	parameter7	parameter8
vRP4_3	Deterministic	Cytoplasm	cyt_prot_SPRY2__EGF__EGFR__EGFR_ ; cyt_prot_EGF__EGFR__EGFR_ + cyt_prot_SPRY2_	1.00E-03								
vRP4_4	Deterministic	Cytoplasm	cyt_prot_SPRY2__EGF__EGFR__EGF__EGFR_ ; cyt_prot_EGF__EGFR__EGF__EGFR_ + cyt_prot_SPRY2_	1.00E-03								
vRP4_5	Deterministic	Cytoplasm	cyt_prot_SPRY2__EGF__EGFR__ERBB3_ ; cyt_prot_EGF__EGFR__ERBB3_ + cyt_prot_SPRY2_	1.00E-03								
vRP4_6	Deterministic	Cytoplasm	cyt_prot_SPRY2__EGF__EGFR__NRG1__ERBB3_ ; cyt_prot_EGF__EGFR__NRG1__ERBB3_ + cyt_prot_SPRY2_	1.00E-03								
vRP4_7	Deterministic	Cytoplasm	cyt_prot_SPRY2__EGF__EGFR__ERBB4_ ; cyt_prot_EGF__EGFR__ERBB4_ + cyt_prot_SPRY2_	1.00E-03								
vRP4_8	Deterministic	Cytoplasm	cyt_prot_SPRY2__EGF__ERBB2__NRG1__ERBB3_ ; cyt_prot_EGF__EGFR__NRG1__ERBB4_ + cyt_prot_SPRY2_	1.00E-03								
vRP4_9	Deterministic	Cytoplasm	cyt_prot_SPRY2__ERBB2__NRG1__ERBB3_ ; cyt_prot_ERBB2__NRG1__ERBB3_ + cyt_prot_SPRY2_	1.00E-03								
vRP4_10	Deterministic	Cytoplasm	cyt_prot_SPRY2__NRG1__ERBB3__EGFRvIII_ ; cyt_prot_NRG1__ERBB3__EGFRvIII_ + cyt_prot_SPRY2_	1.00E-03								
vRP4_11	Deterministic	Cytoplasm	cyt_prot_SPRY2__EGFR__NRG1__ERBB3_ ; cyt_prot_EGFR__NRG1__ERBB3_ + cyt_prot_SPRY2_	1.00E-03								
vRP4_12	Deterministic	Cytoplasm	cyt_prot_SPRY2__NRG1__ERBB3__ERBB4_ ; cyt_prot_NRG1__ERBB3__ERBB4_ + cyt_prot_SPRY2_	1.00E-03								
vRP4_13	Deterministic	Cytoplasm	cyt_prot_SPRY2__NRG1__ERBB3__NRG1__ERBB4_ ; cyt_prot_NRG1__ERBB3__NRG1__ERBB4_ + cyt_prot_SPRY2_	1.00E-03								
vRP4_14	Deterministic	Cytoplasm	cyt_prot_SPRY2__ERBB2__NRG1__ERBB4_ ; cyt_prot_ERBB2__NRG1__ERBB4_ + cyt_prot_SPRY2_	1.00E-03								
vRP4_15	Deterministic	Cytoplasm	cyt_prot_SPRY2__NRG1__ERBB4__EGFRvIII_ ; cyt_prot_NRG1__ERBB4__EGFRvIII_ + cyt_prot_SPRY2_	1.00E-03								
vRP4_16	Deterministic	Cytoplasm	cyt_prot_SPRY2__EGFR__NRG1__ERBB4_ ; cyt_prot_EGFR__NRG1__ERBB4_ + cyt_prot_SPRY2_	1.00E-03								
vRP4_17	Deterministic	Cytoplasm	cyt_prot_SPRY2__ERBB3__NRG1__ERBB4_ ; cyt_prot_ERBB3__NRG1__ERBB4_ + cyt_prot_SPRY2_	1.00E-03								
vRP4_18	Deterministic	Cytoplasm	cyt_prot_SPRY2__NRG1__ERBB4__ERBB4_ ; cyt_prot_NRG1__ERBB4__ERBB4_ + cyt_prot_SPRY2_	1.00E-03								
vRP4_19	Deterministic	Cytoplasm	cyt_prot_SPRY2__NRG1__ERBB4__NRG1__NRG4_ ; cyt_prot_NRG1__ERBB4__NRG1__ERBB4_ + cyt_prot_SPRY2_	1.00E-03								
vRP4_20	Deterministic	Cytoplasm	cyt_prot_SPRY2__HGF__MET__MET_ ; cyt_prot_HGF__MET__MET_ + cyt_prot_SPRY2_	1.00E-03								
vRP4_21	Deterministic	Cytoplasm	cyt_prot_SPRY2__HGF__MET__HGF__MET_ ; cyt_prot_HGF__MET__HGF__MET_ + cyt_prot_SPRY2_	1.00E-03								
vRP4_22	Deterministic	Cytoplasm	cyt_prot_SPRY2__PDGFB__PDGFRB__PDGFB__PDGFRB_ ; cyt_prot_PDGFB__PDGFRB__PDGFB__PDGFRB_ + cyt_prot_SPRY2_	1.00E-03								
vRP4_23	Deterministic	Cytoplasm	cyt_prot_SPRY2__PDGFB__PDGFRB__PDGFRB_ ; cyt_prot_PDGFB__PDGFRB__PDGFRB_ + cyt_prot_SPRY2_	1.00E-03								
vRP4_24	Deterministic	Cytoplasm	cyt_prot_SPRY2__FGF__FGFR__FGF__FGFR_ ; cyt_prot_FGF__FGFR__FGF__FGFR_ + cyt_prot_SPRY2_	1.00E-03								
vRP4_25	Deterministic	Cytoplasm	cyt_prot_SPRY2__FGF__FGFR__FGFR_ ; cyt_prot_FGF__FGFR__FGFR_ + cyt_prot_SPRY2_	1.00E-03								
vRP4_26	Deterministic	Cytoplasm	cyt_prot_SPRY2__IGF__IGF1R__IGF1R_ ; cyt_prot_IGF__IGF1R__IGF1R_ + cyt_prot_SPRY2_	1.00E-03								
vRP4_27	Deterministic	Cytoplasm	cyt_prot_SPRY2__INS__INSR__INSR_ ; cyt_prot_INS__INSR__INSR_ + cyt_prot_SPRY2_	1.00E-03								
vRP4_28	Deterministic	Cytoplasm	cyt_prot_SPRY2__IGF__IGF1R__IGF1R__IGF_ ; cyt_prot_IGF__IGF1R__IGF__IGF1R_ + cyt_prot_SPRY2_	1.00E-03								
vRP4_29	Deterministic	Cytoplasm	cyt_prot_SPRY2__INS__INSR__INSR__INS_ ; cyt_prot_INS__INSR__INS__INSR_ + cyt_prot_SPRY2_	1.00E-03								
vRP5_1	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__ERBB2_ ; cyt_prot_in_p_EGF__EGFR__ERBB2_	(kRP51_1*((cyt_prot_p_EGF__EGFR__ERBB2_/(kRP51_2+cyt_prot_p_EGF__EGFR__ERBB2_))*cyt_prot_CBL_))+(kRP51_3*cyt_prot_p_EGF__EGFR__ERBB2_)	0.00167	2	0.000167					
vRP5_2	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__EGFRvIII_ ; cyt_prot_in_p_EGF__EGFR__EGFRvIII_	(kRP52_1*(cyt_prot_p_EGF__EGFR__EGFRvIII_/(kRP52_2+cyt_prot_p_EGF__EGFR__EGFRvIII_))*cyt_prot_CBL_)+(kRP52_3*cyt_prot_p_EGF__EGFR__EGFRvIII_)	0.00167	2	0.000167					
vRP5_3	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__EGFR_ ; cyt_prot_in_p_EGF__EGFR__EGFR_	(kRP53_1*(cyt_prot_p_EGF__EGFR__EGFR_/(kRP53_2+cyt_prot_p_EGF__EGFR__EGFR_))*cyt_prot_CBL_)+(kRP53_3*cyt_prot_p_EGF__EGFR__EGFR_)	0.00467	2	0.000167					
vRP5_4	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__EGF__EGFR_ ; cyt_prot_in_p_EGF__EGFR__EGF__EGFR_	(kRP54_1*(cyt_prot_p_EGF__EGFR__EGF__EGFR_/(kRP54_2+cyt_prot_p_EGF__EGFR__EGF__EGFR_))*cyt_prot_CBL_)+(kRP54_3*cyt_prot_p_EGF__EGFR__EGF__EGFR_)	0.00467	2	0.000167					
vRP5_5	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__ERBB3_ ; cyt_prot_in_p_EGF__EGFR__ERBB3_	(kRP55_1*(cyt_prot_p_EGF__EGFR__ERBB3_/(kRP55_2+cyt_prot_p_EGF__EGFR__ERBB3_))*cyt_prot_CBL_)+(kRP55_3*cyt_prot_p_EGF__EGFR__ERBB3_)	0.00167	2	0.000167					
vRP5_6	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__NRG1__ERBB3_ ; cyt_prot_in_p_EGF__EGFR__NRG1__ERBB3_	(kRP56_1*(cyt_prot_p_EGF__EGFR__NRG1__ERBB3_/(kRP56_2+cyt_prot_p_EGF__EGFR__NRG1__ERBB3_))*cyt_prot_CBL_)+(kRP56_3*cyt_prot_p_EGF__EGFR__NRG1__ERBB3_)	0.00167	2	0.000167					
vRP5_7	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__ERBB4_ ; cyt_prot_in_p_EGF__EGFR__ERBB4_	(kRP57_1*(cyt_prot_p_EGF__EGFR__ERBB4_/(kRP57_2+cyt_prot_p_EGF__EGFR__ERBB4_))*cyt_prot_CBL_)+(kRP57_3*cyt_prot_p_EGF__EGFR__ERBB4_)	0.00167	2	0.000167					
vRP5_8	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__NRG1__ERBB4_ ; cyt_prot_in_p_EGF__EGFR__NRG1__ERBB4_	(kRP58_1*(cyt_prot_p_EGF__EGFR__NRG1__ERBB4_/(kRP58_2+cyt_prot_p_EGF__EGFR__NRG1__ERBB4_))*cyt_prot_CBL_)+(kRP58_3*cyt_prot_p_EGF__EGFR__NRG1__ERBB4_)	0.00167	2	0.000167					
vRP5_9	Deterministic	Cytoplasm	cyt_prot_p_ERBB2__NRG1__ERBB3_ ; cyt_prot_in_p_ERBB2__NRG1__ERBB3_	(kRP59_1*(cyt_prot_p_ERBB2__NRG1__ERBB3_/(kRP59_2+cyt_prot_p_ERBB2__NRG1__ERBB3_))*cyt_prot_CBL_)+(kRP59_3*cyt_prot_p_ERBB2__NRG1__ERBB3_)	0.000167	2	0.000167					
vRP5_10	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB3__EGFRvIII_ ; cyt_prot_in_p_NRG1__ERBB3__EGFRvIII_	(kRP510_1*(cyt_prot_p_NRG1__ERBB3__EGFRvIII_/(kRP510_2+cyt_prot_p_NRG1__ERBB3__EGFRvIII_))*cyt_prot_CBL_)+(kRP510_3*cyt_prot_p_NRG1__ERBB3__EGFRvIII_)	0.000167	2	0.000167					
vRP5_11	Deterministic	Cytoplasm	cyt_prot_p_EGFR__NRG1__ERBB3_ ; cyt_prot_in_p_EGFR__NRG1__ERBB3_	(kRP511_1*(cyt_prot_p_EGFR__NRG1__ERBB3_/(kRP511_2+cyt_prot_p_EGFR__NRG1__ERBB3_))*cyt_prot_CBL_)+(kRP511_3*cyt_prot_p_EGFR__NRG1__ERBB3_)	0.00167	2	0.000167					
vRP5_12	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB3__ERBB4_ ; cyt_prot_in_p_NRG1__ERBB3__ERBB4_	(kRP512_1*(cyt_prot_p_NRG1__ERBB3__ERBB4_/(kRP512_2+cyt_prot_p_NRG1__ERBB3__ERBB4_))*cyt_prot_CBL_)+(kRP512_3*cyt_prot_p_NRG1__ERBB3__ERBB4_)	0.000167	2	0.000167					
vRP5_13	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB3__NRG1__ERBB4_ ; cyt_prot_in_p_NRG1__ERBB3__NRG1__ERBB4_	(kRP513_1*(cyt_prot_p_NRG1__ERBB3__NRG1__ERBB4_/(kRP513_2+cyt_prot_p_NRG1__ERBB3__NRG1__ERBB4_))*cyt_prot_CBL_)+(kRP513_3*cyt_prot_p_NRG1__ERBB3__NRG1__ERBB4_)	0.000167	2	0.000167					
vRP5_14	Deterministic	Cytoplasm	cyt_prot_p_ERBB2__NRG1__ERBB4_ ; cyt_prot_in_p_ERBB2__NRG1__ERBB4_	(kRP514_1*(cyt_prot_p_ERBB2__NRG1__ERBB4_/(kRP514_2+cyt_prot_p_ERBB2__NRG1__ERBB4_))*cyt_prot_CBL_)+(kRP514_3*cyt_prot_p_ERBB2__NRG1__ERBB4_)	0.000167	2	0.000167					
vRP5_15	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB4__EGFRvIII_ ; cyt_prot_in_p_NRG1__ERBB4__EGFRvIII_	(kRP515_1*(cyt_prot_p_NRG1__ERBB4__EGFRvIII_/(kRP515_2+cyt_prot_p_NRG1__ERBB4__EGFRvIII_))*cyt_prot_CBL_)+(kRP515_3*cyt_prot_p_NRG1__ERBB4__EGFRvIII_)	0.000167	2	0.000167					
vRP5_16	Deterministic	Cytoplasm	cyt_prot_p_EGFR__NRG1__ERBB4_ ; cyt_prot_in_p_EGFR__NRG1__ERBB4_	(kRP516_1*(cyt_prot_p_EGFR__NRG1__ERBB4_/(kRP516_2+cyt_prot_p_EGFR__NRG1__ERBB4_))*cyt_prot_CBL_)+(kRP516_3*cyt_prot_p_EGFR__NRG1__ERBB4_)	0.00167	2	0.000167					
vRP5_17	Deterministic	Cytoplasm	cyt_prot_p_ERBB3__NRG1__ERBB4_ ; cyt_prot_in_p_ERBB3__NRG1__ERBB4_	(kRP517_1*(cyt_prot_p_ERBB3__NRG1__ERBB4_/(kRP517_2+cyt_prot_p_ERBB3__NRG1__ERBB4_))*cyt_prot_CBL_)+(kRP517_3*cyt_prot_p_ERBB3__NRG1__ERBB4_)	0.000167	2	0.000167					
vRP5_18	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB4__ERBB4_ ; cyt_prot_in_p_NRG1__ERBB4__ERBB4_	(kRP518_1*(cyt_prot_p_NRG1__ERBB4__ERBB4_/(kRP518_2+cyt_prot_p_NRG1__ERBB4__ERBB4_))*cyt_prot_CBL_)+(kRP518_3*cyt_prot_p_NRG1__ERBB4__ERBB4_)	0.000167	2	0.000167					
vRP5_19	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB4__NRG1__ERBB4_ ; cyt_prot_in_p_NRG1__ERBB4__NRG1__ERBB4_	(kRP519_1*(cyt_prot_p_NRG1__ERBB4__NRG1__ERBB4_/(kRP519_2+cyt_prot_p_NRG1__ERBB4__NRG1__ERBB4_))*cyt_prot_CBL_)+(kRP519_3*cyt_prot_p_NRG1__ERBB4__NRG1__ERBB4_)	0.000167	2	0.000167					
vRP5_20	Deterministic	Cytoplasm	cyt_prot_p_HGF__MET__MET_ ; cyt_prot_in_p_HGF_MET__MET_	(kRP520_1*(cyt_prot_p_HGF__MET__MET_/(kRP520_2+cyt_prot_p_HGF__MET__MET_))*cyt_prot_CBL_)+(kRP520_3*cyt_prot_p_HGF__MET__MET_)	0.000167	2	0.000167					
vRP5_21	Deterministic	Cytoplasm	cyt_prot_p_HGF__MET__HGF__MET_ ; cyt_prot_in_p_HGF__MET__HGF__MET_	(kRP521_1*(cyt_prot_p_HGF__MET__HGF__MET_/(kRP521_2+cyt_prot_p_HGF__MET__HGF__MET_))*cyt_prot_CBL_)+(kRP521_3*cyt_prot_p_HGF__MET__HGF__MET_)	0.000167	2	0.000167					
vRP5_22	Deterministic	Cytoplasm	cyt_prot_p_PDGFB__PDGFRB__PDGFB__PDGFB_ ; cyt_prot_in_p_PDGFB__PDGFRB__PDGFB__PDGFRB_	(kRP522_1*(cyt_prot_p_PDGFB__PDGFRB__PDGFB__PDGFB_/(kRP522_2+cyt_prot_p_PDGFB__PDGFRB__PDGFB__PDGFB_))*cyt_prot_CBL_)+(kRP522_3*cyt_prot_p_PDGFB__PDGFRB__PDGFB__PDGFB_)	0.000167	2	0.000167					
vRP5_23	Deterministic	Cytoplasm	cyt_prot_p_PDGFB__PDGFRB__PDGFRB_ ; cyt_prot_in_p_PDGFB__PDGFRB__PDGFRB_	(kRP523_1*(cyt_prot_p_PDGFB__PDGFRB__PDGFRB_/(kRP523_2+cyt_prot_p_PDGFB__PDGFRB__PDGFRB_))*cyt_prot_CBL_)+(kRP523_3*cyt_prot_p_PDGFB__PDGFRB__PDGFRB_)	0.000167	2	0.000167					
vRP5_24	Deterministic	Cytoplasm	cyt_prot_p_FGF__FGFR__FGF__FGFR_ ; cyt_prot_in_p_FGF__FGFR__FGF__FGFR_	(kRP524_1*(cyt_prot_p_FGF__FGFR__FGF__FGFR_/(kRP524_2+cyt_prot_p_FGF__FGFR__FGF__FGFR_))*cyt_prot_CBL_)+(kRP524_3*cyt_prot_p_FGF__FGFR__FGF__FGFR_)	0.000167	2	0.000167					
vRP5_25	Deterministic	Cytoplasm	cyt_prot_pFGF__FGFR__FGFR_ ; cyt_prot_in_p_FGF__FGFR__FGFR_	(kRP525_1*(cyt_prot_pFGF__FGFR__FGFR_/(kRP525_2+cyt_prot_pFGF__FGFR__FGFR_))*cyt_prot_CBL_)+(kRP525_3*cyt_prot_pFGF__FGFR__FGFR_)	0.000167	2	0.000167					
vRP5_26	Deterministic	Cytoplasm	cyt_prot_p_IGF__IGF1R__IGF1R_ ; cyt_prot_in_p_IGF__IGF1R__IGF1R_	(kRP526_1*(cyt_prot_p_IGF__IGF1R__IGF1R_/(kRP526_2+cyt_prot_p_IGF__IGF1R__IGF1R_))*cyt_prot_CBL_)+(kRP526_3*cyt_prot_p_IGF__IGF1R__IGF1R_)	7.93E-05	2	0.000167					
vRP5_27	Deterministic	Cytoplasm	cyt_prot_p_INS__INSR__INSR_ ; cyt_prot_in_p_INS__INSR__INSR_	(kRP527_1*(cyt_prot_p_INS__INSR__INSR_/(kRP527_2+cyt_prot_p_INS__INSR__INSR_))*cyt_prot_CBL_)+(kRP527_3*cyt_prot_p_INS__INSR__INSR_)	0.000167	2	0.000167					
vRP5_28	Deterministic	Cytoplasm	cyt_prot_p_IGF__IGF1R__IGF1R__IGF_ ; cyt_prot_in_p_IGF__IGF1R__IGF1R__IGF_	(kRP528_1*(cyt_prot_p_IGF__IGF1R__IGF1R__IGF_/(kRP528_2+cyt_prot_p_IGF__IGF1R__IGF1R__IGF_))*cyt_prot_CBL_)+(kRP528_3*cyt_prot_p_IGF__IGF1R__IGF1R__IGF_)	7.93E-05	2	0.000167					
vRP5_29	Deterministic	Cytoplasm	cyt_prot_p_INS__INSR__INSR__INS_ ; cyt_prot_in_p_INS__INSR__INSR__INS_	(kRP529_1*(cyt_prot_p_INS__INSR__INSR__INS_/(kRP529_2+cyt_prot_p_INS__INSR__INSR__INS_))*cyt_prot_CBL_)+(kRP529_3*cyt_prot_p_INS__INSR__INSR__INS_)	0.000167	2	0.000167					
vRP6_1	Deterministic	Cytoplasm	cyt_prot_in_p_EGF__EGFR__ERBB2_ ; cyt_prot_in_EGF__EGFR__ERBB2_	1.00E+00								
vRP6_2	Deterministic	Cytoplasm	cyt_prot_in_p_EGF__EGFR__EGFRvIII_ ; cyt_prot_in_EGF__EGFR__EGFRvIII_	1.00E+00								
vRP6_3	Deterministic	Cytoplasm	cyt_prot_in_p_EGF__EGFR__EGFR_ ; cyt_prot_in_EGF__EGFR__EGFR_	1.00E+00								
vRP6_4	Deterministic	Cytoplasm	cyt_prot_in_p_EGF__EGFR__EGF__EGFR_ ; cyt_prot_in_EGF__EGFR__EGF__EGFR_	1.00E+00								
vRP6_5	Deterministic	Cytoplasm	cyt_prot_in_p_EGF__EGFR__ERBB3_ ; cyt_prot_in_EGF__EGFR__ERBB3_	1.00E+00								
vRP6_6	Deterministic	Cytoplasm	cyt_prot_in_p_EGF__EGFR__NRG1__ERBB3_ ; cyt_prot_in_EGF__EGFR__NRG1__ERBB3_	1.00E+00								
vRP6_7	Deterministic	Cytoplasm	cyt_prot_in_p_EGF__EGFR__ERBB4_ ; cyt_prot_in_EGF__EGFR__ERBB4_	1.00E+00								
vRP6_8	Deterministic	Cytoplasm	cyt_prot_in_p_EGF__EGFR__NRG1__ERBB4_ ; cyt_prot_in_EGF__EGFR__NRG1__ERBB4_	1.00E+00								
vRP6_9	Deterministic	Cytoplasm	cyt_prot_in_p_ERBB2__NRG1__ERBB3_ ; cyt_prot_in_ERBB2__NRG1__ERBB3_	1.00E+00								
vRP6_10	Deterministic	Cytoplasm	cyt_prot_in_p_NRG1__ERBB3__EGFRvIII_ ; cyt_prot_in_NRG1__ERBB3__EGFRvIII_	1.00E+00								
vRP6_11	Deterministic	Cytoplasm	cyt_prot_in_p_EGFR__NRG1__ERBB3_ ; cyt_prot_in_EGFR__NRG1__ERBB3_	1.00E+00								
vRP6_12	Deterministic	Cytoplasm	cyt_prot_in_p_NRG1__ERBB3__ERBB4_ ; cyt_prot_in_NRG1__ERBB3__ERBB4_	1.00E+00								
vRP6_13	Deterministic	Cytoplasm	cyt_prot_in_p_NRG1__ERBB3__NRG1__ERBB4_ ; cyt_prot_in_NRG1__ERBB3__NRG1__ERBB4_	1.00E+00								
vRP6_14	Deterministic	Cytoplasm	cyt_prot_in_p_ERBB2__NRG1__ERBB4_ ; cyt_prot_in_ERBB2__NRG1__ERBB4_	1.00E+00								
vRP6_15	Deterministic	Cytoplasm	cyt_prot_in_p_NRG1__ERBB4__EGFRvIII_ ; cyt_prot_in_NRG1__ERBB4__EGFRvIII_	1.00E+00								
vRP6_16	Deterministic	Cytoplasm	cyt_prot_in_p_EGFR__NRG1__ERBB4_ ; cyt_prot_in_EGFR__NRG1__ERBB4_	1.00E+00								
vRP6_17	Deterministic	Cytoplasm	cyt_prot_in_p_ERBB3__NRG1__ERBB4_ ; cyt_prot_in_ERBB3__NRG1__ERBB4_	1.00E+00								
vRP6_18	Deterministic	Cytoplasm	cyt_prot_in_p_NRG1__ERBB4__ERBB4_ ; cyt_prot_in_NRG1__ERBB4__ERBB4_	1.00E+00								
vRP6_19	Deterministic	Cytoplasm	cyt_prot_in_p_NRG1__ERBB4__NRG1__ERBB4_ ; cyt_prot_in_NRG1__ERBB4__NRG1__ERBB4_	1.00E+00								
vRP6_20	Deterministic	Cytoplasm	cyt_prot_in_p_HGF_MET__MET_ ; cyt_prot_in_HGF__MET__MET_	1.00E+00								
vRP6_21	Deterministic	Cytoplasm	cyt_prot_in_p_HGF__MET__HGF__MET_ ; cyt_prot_in_HGF__MET__HGF__MET_	1.00E+00								
vRP6_22	Deterministic	Cytoplasm	cyt_prot_in_p_PDGFB__PDGFRB__PDGFB__PDGFRB_ ; cyt_prot_in_PDGFB__PDGFRB__PDGFB__PDGFRB_	1.00E+00								
vRP6_23	Deterministic	Cytoplasm	cyt_prot_in_p_PDGFB__PDGFRB__PDGFRB_ ; cyt_prot_in_PDGFB__PDGFRB__PDGFRB_	1.00E+00								
vRP6_24	Deterministic	Cytoplasm	cyt_prot_in_p_FGF__FGFR__FGF__FGFR_ ; cyt_prot_in_FGF__FGFR__FGF__FGFR_	1.00E+00								
vRP6_25	Deterministic	Cytoplasm	cyt_prot_in_p_FGF__FGFR__FGFR_ ; cyt_prot_in_FGF__FGFR__FGF_	1.00E+00								
vRP6_26	Deterministic	Cytoplasm	cyt_prot_in_p_IGF__IGF1R__IGF1R_ ; cyt_prot_in_IGF__IGF1R__IGF1R_	1.00E+00								
vRP6_27	Deterministic	Cytoplasm	cyt_prot_in_p_INS__INSR__INSR_ ; cyt_prot_in_INS__INSR__INSR_	1.00E+00								
vRP6_28	Deterministic	Cytoplasm	cyt_prot_in_p_IGF__IGF1R__IGF1R__IGF_ ; cyt_prot_in_IGF__ILGFR1__ILGFR1__IGF_	1.00E+00								
vRP6_29	Deterministic	Cytoplasm	cyt_prot_in_p_INS__INSR__INSR__INS_ ; cyt_prot_in_INSR__INSR__INS_	1.00E+00								
vRP7_1	Deterministic	Cytoplasm	cyt_prot_in_EGF__EGFR__ERBB2_ ; cyt_prot_in_p_EGF__EGFR__ERBB2_	1.00E+00								
vRP7_2	Deterministic	Cytoplasm	cyt_prot_in_EGF__EGFR__EGFRvIII_ ; cyt_prot_in_p_EGF__EGFR__EGFRvIII_	1.00E+00								
vRP7_3	Deterministic	Cytoplasm	cyt_prot_in_EGF__EGFR__EGFR_ ; cyt_prot_in_p_EGF__EGFR__EGFR_	1.00E+00								
vRP7_4	Deterministic	Cytoplasm	cyt_prot_in_EGF__EGFR__EGF__EGFR_ ; cyt_prot_in_p_EGF__EGFR__EGF__EGFR_	1.00E+00								
vRP7_5	Deterministic	Cytoplasm	cyt_prot_in_EGF__EGFR__ERBB3_ ; cyt_prot_in_p_EGF__EGFR__ERBB3_	1.00E+00								
vRP7_6	Deterministic	Cytoplasm	cyt_prot_in_EGF__EGFR__NRG1__ERBB3_ ; cyt_prot_in_p_EGF__EGFR__NRG1__ERBB3_	1.00E+00								
vRP7_7	Deterministic	Cytoplasm	cyt_prot_in_EGF__EGFR__ERBB4_ ; cyt_prot_in_p_EGF__EGFR__ERBB4_	1.00E+00								
vRP7_8	Deterministic	Cytoplasm	cyt_prot_in_EGF__EGFR__NRG1__ERBB4_ ; cyt_prot_in_p_EGF__EGFR__NRG1__ERBB4_	1.00E+00								
vRP7_9	Deterministic	Cytoplasm	cyt_prot_in_ERBB2__NRG1__ERBB3_ ; cyt_prot_in_p_ERBB2__NRG1__ERBB3_	1.00E+00								
vRP7_10	Deterministic	Cytoplasm	cyt_prot_in_NRG1__ERBB3__EGFRvIII_ ; cyt_prot_in_p_NRG1__ERBB3__EGFRvIII_	1.00E+00								
vRP7_11	Deterministic	Cytoplasm	cyt_prot_in_EGFR__NRG1__ERBB3_ ; cyt_prot_in_p_EGFR__NRG1__ERBB3_	1.00E+00								
vRP7_12	Deterministic	Cytoplasm	cyt_prot_in_NRG1__ERBB3__ERBB4_ ; cyt_prot_in_p_NRG1__ERBB3__ERBB4_	1.00E+00								
vRP7_13	Deterministic	Cytoplasm	cyt_prot_in_NRG1__ERBB3__NRG1__ERBB4_ ; cyt_prot_in_p_NRG1__ERBB3__NRG1__ERBB4_	1.00E+00								
vRP7_14	Deterministic	Cytoplasm	cyt_prot_in_ERBB2__NRG1__ERBB4_ ; cyt_prot_in_p_ERBB2__NRG1__ERBB4_	1.00E+00								
vRP7_15	Deterministic	Cytoplasm	cyt_prot_in_NRG1__ERBB4__EGFRvIII_ ; cyt_prot_in_p_NRG1__ERBB4__EGFRvIII_	1.00E+00								
vRP7_16	Deterministic	Cytoplasm	cyt_prot_in_EGFR__NRG1__ERBB4_ ; cyt_prot_in_p_EGFR__NRG1__ERBB4_	1.00E+00								
vRP7_17	Deterministic	Cytoplasm	cyt_prot_in_ERBB3__NRG1__ERBB4_ ; cyt_prot_in_p_ERBB3__NRG1__ERBB4_	1.00E+00								
vRP7_18	Deterministic	Cytoplasm	cyt_prot_in_NRG1__ERBB4__ERBB4_ ; cyt_prot_in_p_NRG1__ERBB4__ERBB4_	1.00E+00								
vRP7_19	Deterministic	Cytoplasm	cyt_prot_in_NRG1__ERBB4__NRG1__ERBB4_ ; cyt_prot_in_p_NRG1__ERBB4__NRG1__ERBB4_	1.00E+00								
vRP7_20	Deterministic	Cytoplasm	cyt_prot_in_HGF__MET__MET_ ; cyt_prot_in_p_HGF_MET__MET_	1.00E+00								
vRP7_21	Deterministic	Cytoplasm	cyt_prot_in_HGF__MET__HGF__MET_ ; cyt_prot_in_p_HGF__MET__HGF__MET_	1.00E+00								
vRP7_22	Deterministic	Cytoplasm	cyt_prot_in_PDGFB__PDGFRB__PDGFB__PDGFRB_ ; cyt_prot_in_p_PDGFB__PDGFRB__PDGFB__PDGFRB_	1.00E+00								
vRP7_23	Deterministic	Cytoplasm	cyt_prot_in_PDGFB__PDGFRB__PDGFRB_ ; cyt_prot_in_p_PDGFB__PDGFRB__PDGFRB_	1.00E+00								
vRP7_24	Deterministic	Cytoplasm	cyt_prot_in_FGF__FGFR__FGF__FGFR_ ; cyt_prot_in_p_FGF__FGFR__FGF__FGFR_	1.00E+00								
vRP7_25	Deterministic	Cytoplasm	cyt_prot_in_FGF__FGFR__FGF_ ; cyt_prot_in_p_FGF__FGFR__FGFR_	1.00E+00								
vRP7_26	Deterministic	Cytoplasm	cyt_prot_in_IGF__IGF1R__IGF1R_ ; cyt_prot_in_p_IGF__IGF1R__IGF1R_	1.00E+00								
vRP7_27	Deterministic	Cytoplasm	cyt_prot_in_INS__INSR__INSR_ ; cyt_prot_in_p_INS__INSR__INSR_	1.00E+00								
vRP7_28	Deterministic	Cytoplasm	cyt_prot_in_IGF__ILGFR1__ILGFR1__IGF_ ; cyt_prot_in_p_IGF__IGF1R__IGF1R__IGF_	1.00E+00								
