reactionId	solver	compartment	r ; p	ratelaw
vRP14_13	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB3__NRG1__ERBB4__PLCG_ ; cyt_prot_p_NRG1__ERBB3__NRG1__ERBB4_ + cyt_prot_PLCG_	kRP14_13_1*cyt_prot_p_NRG1__ERBB3__NRG1__ERBB4__PLCG_
vRP14_14	Deterministic	Cytoplasm	cyt_prot_p_ERBB2__NRG1__ERBB4__PLCG_ ; cyt_prot_p_ERBB2__NRG1__ERBB4_ + cyt_prot_PLCG_	kRP14_14_1*cyt_prot_p_ERBB2__NRG1__ERBB4__PLCG_
vRP14_15	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB4__EGFRvIII__PLCG_ ; cyt_prot_p_NRG1__ERBB4__EGFRvIII_ + cyt_prot_PLCG_	kRP14_15_1*cyt_prot_p_NRG1__ERBB4__EGFRvIII__PLCG_
vRP14_16	Deterministic	Cytoplasm	cyt_prot_p_EGFR__NRG1__ERBB4__PLCG_ ; cyt_prot_p_EGFR__NRG1__ERBB4_ + cyt_prot_PLCG_	kRP14_16_1*cyt_prot_p_EGFR__NRG1__ERBB4__PLCG_
vRP14_17	Deterministic	Cytoplasm	cyt_prot_p_ERBB3__NRG1__ERBB4__PLCG_ ; cyt_prot_p_ERBB3__NRG1__ERBB4_ + cyt_prot_PLCG_	kRP14_17_1*cyt_prot_p_ERBB3__NRG1__ERBB4__PLCG_
vRP14_18	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB4__ERBB4__PLCG_ ; cyt_prot_p_NRG1__ERBB4__ERBB4_ + cyt_prot_PLCG_	kRP14_18_1*cyt_prot_p_NRG1__ERBB4__ERBB4__PLCG_
vRP14_19	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB4__NRG1__ERBB4__PLCG_ ; cyt_prot_p_NRG1__ERBB4__NRG1__ERBB4_ + cyt_prot_PLCG_	kRP14_19_1*cyt_prot_p_NRG1__ERBB4__NRG1__ERBB4__PLCG_
vRP14_20	Deterministic	Cytoplasm	cyt_prot_p_HGF__MET__MET__PLCG_ ; cyt_prot_p_HGF__MET__MET_ + cyt_prot_PLCG_	kRP14_20_1*cyt_prot_p_HGF__MET__MET__PLCG_
vRP14_21	Deterministic	Cytoplasm	cyt_prot_p_HGF__MET__HGF__MET__PLCG_ ; cyt_prot_p_HGF__MET__HGF__MET_ + cyt_prot_PLCG_	kRP14_21_1*cyt_prot_p_HGF__MET__HGF__MET__PLCG_
vRP14_22	Deterministic	Cytoplasm	cyt_prot_p_PDGFB__PDGFRB__PDGFB__PDGFRB__PLCG_ ; cyt_prot_p_PDGFB__PDGFRB__PDGFB__PDGFB_ + cyt_prot_PLCG_	kRP14_22_1*cyt_prot_p_PDGFB__PDGFRB__PDGFB__PDGFRB__PLCG_
vRP14_23	Deterministic	Cytoplasm	cyt_prot_p_PDGFB__PDGFRB__PDGFRB__PLCG_ ; cyt_prot_p_PDGFB__PDGFRB__PDGFRB_ + cyt_prot_PLCG_	kRP14_23_1*cyt_prot_p_PDGFB__PDGFRB__PDGFRB__PLCG_
vRP14_24	Deterministic	Cytoplasm	cyt_prot_p_FGF__FGFR__FGF__FGFR__PLCG_ ; cyt_prot_p_FGF__FGFR__FGF__FGFR_ + cyt_prot_PLCG_	kRP14_24_1*cyt_prot_p_FGF__FGFR__FGF__FGFR__PLCG_
vRP14_25	Deterministic	Cytoplasm	cyt_prot_p_FGF__FGFR__FGFR__PLCG_ ; cyt_prot_pFGF__FGFR__FGFR_ + cyt_prot_PLCG_	kRP14_25_1*cyt_prot_p_FGF__FGFR__FGFR__PLCG_
vRP14_26	Deterministic	Cytoplasm	cyt_prot_p_IGF__IGF1R__IGF1R__IRS__PLCG_ ; cyt_prot_p_IGF__IGF1R__IGF1R__IRS_ + cyt_prot_PLCG_	kRP14_26_1*cyt_prot_p_IGF__IGF1R__IGF1R__IRS__PLCG_
vRP14_27	Deterministic	Cytoplasm	cyt_prot_p_INS__INSR__INSR__IRS__PLCG_ ; cyt_prot_p_INS__INSR__INSR__IRS_ + cyt_prot_PLCG_	kRP14_27_1*cyt_prot_p_INS__INSR__INSR__IRS__PLCG_
vRP14_28	Deterministic	Cytoplasm	cyt_prot_p_IGF__IGF1R__IGF1R__IGF__IRS__PLCG_ ; cyt_prot_p_INS__IGF__IGF1R__IGF1R__IGF__IRS_ + cyt_prot_PLCG_	kRP14_28_1*cyt_prot_p_IGF__IGF1R__IGF1R__IGF__IRS__PLCG_
vRP14_29	Deterministic	Cytoplasm	cyt_prot_p_INS__INSR__INSR__INS__IRS__PLCG_ ; cyt_prot_p_INS__INSR__INSR__INS__IRS_ + cyt_prot_PLCG_	kRP14_29_1*cyt_prot_p_INS__INSR__INSR__INS__IRS__PLCG_
vRP15_1	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__ERBB2_ + cyt_prot_PI3KC__PI3KR_ ; cyt_prot_p_EGF__EGFR__ERBB2__PI3K1_	kRP15_1_1*cyt_prot_p_EGF__EGFR__ERBB2_*cyt_prot_PI3KC__PI3KR_
vRP15_2	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__EGFRvIII_ + cyt_prot_PI3KC__PI3KR_ ; cyt_prot_p_EGF__EGFR__EGFRvIII__PI3K1_	kRP15_2_1*cyt_prot_p_EGF__EGFR__EGFRvIII_*cyt_prot_PI3KC__PI3KR_
vRP15_3	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__EGFR_ + cyt_prot_PI3KC__PI3KR_ ; cyt_prot_p_EGF__EGFR__EGFR__PI3K1_	kRP15_3_1*cyt_prot_p_EGF__EGFR__EGFR_*cyt_prot_PI3KC__PI3KR_
vRP15_4	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__EGF__EGFR_ + cyt_prot_PI3KC__PI3KR_ ; cyt_prot_p_EGF__EGFR__EGF__EGFR__PI3K1_	kRP15_4_1*cyt_prot_p_EGF__EGFR__EGF__EGFR_*cyt_prot_PI3KC__PI3KR_
vRP15_5	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__ERBB3_ + cyt_prot_PI3KC__PI3KR_ ; cyt_prot_p_EGF__EGFR__ERBB3__PI3K1_	kRP15_5_1*cyt_prot_p_EGF__EGFR__ERBB3_*cyt_prot_PI3KC__PI3KR_
vRP15_6	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__NRG1__ERBB3_ + cyt_prot_PI3KC__PI3KR_ ; cyt_prot_p_EGF__EGFR__NRG1__ERBB3__PI3K1_	kRP15_6_1*cyt_prot_p_EGF__EGFR__NRG1__ERBB3_*cyt_prot_PI3KC__PI3KR_
vRP15_7	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__ERBB4_ + cyt_prot_PI3KC__PI3KR_ ; cyt_prot_p_EGF__EGFR__ERBB4__PI3K1_	kRP15_7_1*cyt_prot_p_EGF__EGFR__ERBB4_*cyt_prot_PI3KC__PI3KR_
vRP15_8	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__NRG1__ERBB4_ + cyt_prot_PI3KC__PI3KR_ ; cyt_prot_p_EGF__EGFR__NRG1__ERBB4__PI3K1_	kRP15_8_1*cyt_prot_p_EGF__EGFR__NRG1__ERBB4_*cyt_prot_PI3KC__PI3KR_
vRP15_9	Deterministic	Cytoplasm	cyt_prot_p_ERBB2__NRG1__ERBB3_ + cyt_prot_PI3KC__PI3KR_ ; cyt_prot_p_ERBB2__NRG1__ERBB3__PI3K1_	kRP15_9_1*cyt_prot_p_ERBB2__NRG1__ERBB3_*cyt_prot_PI3KC__PI3KR_
vRP15_10	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB3__EGFRvIII_ + cyt_prot_PI3KC__PI3KR_ ; cyt_prot_p_NRG1__ERBB3__EGFRvIII__PI3K1_	kRP15_10_1*cyt_prot_p_NRG1__ERBB3__EGFRvIII_*cyt_prot_PI3KC__PI3KR_
vRP15_11	Deterministic	Cytoplasm	cyt_prot_p_EGFR__NRG1__ERBB3_ + cyt_prot_PI3KC__PI3KR_ ; cyt_prot_p_EGFR__NRG1__ERBB3__PI3K1_	kRP15_11_1*cyt_prot_p_EGFR__NRG1__ERBB3_*cyt_prot_PI3KC__PI3KR_
vRP15_12	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB3__ERBB4_ + cyt_prot_PI3KC__PI3KR_ ; cyt_prot_p_NRG1__ERBB3__ERBB4__PI3K1_	kRP15_12_1*cyt_prot_p_NRG1__ERBB3__ERBB4_*cyt_prot_PI3KC__PI3KR_
vRP15_13	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB3__NRG1__ERBB4_ + cyt_prot_PI3KC__PI3KR_ ; cyt_prot_p_NRG1__ERBB3__NRG1__ERBB4__PI3K1_	kRP15_13_1*cyt_prot_p_NRG1__ERBB3__NRG1__ERBB4_*cyt_prot_PI3KC__PI3KR_
vRP15_14	Deterministic	Cytoplasm	cyt_prot_p_ERBB2__NRG1__ERBB4_ + cyt_prot_PI3KC__PI3KR_ ; cyt_prot_p_ERBB2__NRG1__ERBB4__PI3K1_	kRP15_14_1*cyt_prot_p_ERBB2__NRG1__ERBB4_*cyt_prot_PI3KC__PI3KR_
vRP15_15	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB4__EGFRvIII_ + cyt_prot_PI3KC__PI3KR_ ; cyt_prot_p_NRG1__ERBB4__EGFRvIII__PI3K1_	kRP15_15_1*cyt_prot_p_NRG1__ERBB4__EGFRvIII_*cyt_prot_PI3KC__PI3KR_
vRP15_16	Deterministic	Cytoplasm	cyt_prot_p_EGFR__NRG1__ERBB4_ + cyt_prot_PI3KC__PI3KR_ ; cyt_prot_p_EGFR__NRG1__ERBB4__PI3K1_	kRP15_16_1*cyt_prot_p_EGFR__NRG1__ERBB4_*cyt_prot_PI3KC__PI3KR_
vRP15_17	Deterministic	Cytoplasm	cyt_prot_p_ERBB3__NRG1__ERBB4_ + cyt_prot_PI3KC__PI3KR_ ; cyt_prot_p_ERBB3__NRG1__ERBB4__PI3K1_	kRP15_17_1*cyt_prot_p_ERBB3__NRG1__ERBB4_*cyt_prot_PI3KC__PI3KR_
vRP15_18	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB4__ERBB4_ + cyt_prot_PI3KC__PI3KR_ ; cyt_prot_p_NRG1__ERBB4__ERBB4__PI3K1_	kRP15_18_1*cyt_prot_p_NRG1__ERBB4__ERBB4_*cyt_prot_PI3KC__PI3KR_
vRP15_19	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB4__NRG1__ERBB4_ + cyt_prot_PI3KC__PI3KR_ ; cyt_prot_p_NRG1__ERBB4__NRG1__ERBB4__PI3K1_	kRP15_19_1*cyt_prot_p_NRG1__ERBB4__NRG1__ERBB4_*cyt_prot_PI3KC__PI3KR_
vRP15_20	Deterministic	Cytoplasm	cyt_prot_p_HGF__MET__MET_ + cyt_prot_PI3KC__PI3KR_ ; cyt_prot_p_HGF__MET__MET__PI3K1_	kRP15_20_1*cyt_prot_p_HGF__MET__MET_*cyt_prot_PI3KC__PI3KR_
vRP15_21	Deterministic	Cytoplasm	cyt_prot_p_HGF__MET__HGF__MET_ + cyt_prot_PI3KC__PI3KR_ ; cyt_prot_p_HGF__MET__HGF__MET__PI3K1_	kRP15_21_1*cyt_prot_p_HGF__MET__HGF__MET_*cyt_prot_PI3KC__PI3KR_
vRP15_22	Deterministic	Cytoplasm	cyt_prot_p_PDGFB__PDGFRB__PDGFB__PDGFB_ + cyt_prot_PI3KC__PI3KR_ ; cyt_prot_p_PDGFB__PDGFRB__PDGFB__PDGFRB__PI3K1_	kRP15_22_1*cyt_prot_p_PDGFB__PDGFRB__PDGFB__PDGFB_*cyt_prot_PI3KC__PI3KR_
vRP15_23	Deterministic	Cytoplasm	cyt_prot_p_PDGFB__PDGFRB__PDGFRB_ + cyt_prot_PI3KC__PI3KR_ ; cyt_prot_p_PDGFB__PDGFRB__PDGFRB__PI3K1_	kRP15_23_1*cyt_prot_p_PDGFB__PDGFRB__PDGFRB_*cyt_prot_PI3KC__PI3KR_
vRP15_24	Deterministic	Cytoplasm	cyt_prot_p_FGF__FGFR__FGF__FGFR_ + cyt_prot_PI3KC__PI3KR_ ; cyt_prot_p_FGF__FGFR__FGF__FGFR__PI3K1_	kRP15_24_1*cyt_prot_p_FGF__FGFR__FGF__FGFR_*cyt_prot_PI3KC__PI3KR_
vRP15_25	Deterministic	Cytoplasm	cyt_prot_pFGF__FGFR__FGFR_ + cyt_prot_PI3KC__PI3KR_ ; cyt_prot_p_FGF__FGFR__FGFR__PI3K1_	kRP15_25_1*cyt_prot_pFGF__FGFR__FGFR_*cyt_prot_PI3KC__PI3KR_
vRP15_26	Deterministic	Cytoplasm	cyt_prot_p_IGF__IGF1R__IGF1R__IRS_ + cyt_prot_PI3KC__PI3KR_ ; cyt_prot_p_IGF__IGF1R__IGF1R__IRS__PI3K1_	kRP15_26_1*cyt_prot_p_IGF__IGF1R__IGF1R__IRS_*cyt_prot_PI3KC__PI3KR_
vRP15_27	Deterministic	Cytoplasm	cyt_prot_p_INS__INSR__INSR__IRS_ + cyt_prot_PI3KC__PI3KR_ ; cyt_prot_p_INS__INSR__INSR__IRS__PI3K1_	kRP15_27_1*cyt_prot_p_INS__INSR__INSR__IRS_*cyt_prot_PI3KC__PI3KR_
vRP15_28	Deterministic	Cytoplasm	cyt_prot_p_INS__IGF__IGF1R__IGF1R__IGF__IRS_ + cyt_prot_PI3KC__PI3KR_ ; cyt_prot_p_IGF__IGF1R__IGF1R__IGF__IRS__PI3K1_	kRP15_28_1*cyt_prot_p_INS__IGF__IGF1R__IGF1R__IGF__IRS_*cyt_prot_PI3KC__PI3KR_
vRP15_29	Deterministic	Cytoplasm	cyt_prot_p_INS__INSR__INSR__INS__IRS_ + cyt_prot_PI3KC__PI3KR_ ; cyt_prot_p_INS__INSR__INSR__INS__IRS__PI3K1_	kRP15_29_1*cyt_prot_p_INS__INSR__INSR__INS__IRS_*cyt_prot_PI3KC__PI3KR_
vRP16_1	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__ERBB2__PI3K1_ ; cyt_prot_p_EGF__EGFR__ERBB2_ + cyt_prot_PI3KC__PI3KR_	kRP16_1_1*cyt_prot_p_EGF__EGFR__ERBB2__PI3K1_
vRP16_2	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__EGFRvIII__PI3K1_ ; cyt_prot_p_EGF__EGFR__EGFRvIII_ + cyt_prot_PI3KC__PI3KR_	kRP16_2_1*cyt_prot_p_EGF__EGFR__EGFRvIII__PI3K1_
vRP16_3	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__EGFR__PI3K1_ ; cyt_prot_p_EGF__EGFR__EGFR_ + cyt_prot_PI3KC__PI3KR_	kRP16_3_1*cyt_prot_p_EGF__EGFR__EGFR__PI3K1_
vRP16_4	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__EGF__EGFR__PI3K1_ ; cyt_prot_p_EGF__EGFR__EGF__EGFR_ + cyt_prot_PI3KC__PI3KR_	kRP16_4_1*cyt_prot_p_EGF__EGFR__EGF__EGFR__PI3K1_
vRP16_5	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__ERBB3__PI3K1_ ; cyt_prot_p_EGF__EGFR__ERBB3_ + cyt_prot_PI3KC__PI3KR_	kRP16_5_1*cyt_prot_p_EGF__EGFR__ERBB3__PI3K1_
vRP16_6	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__NRG1__ERBB3__PI3K1_ ; cyt_prot_p_EGF__EGFR__NRG1__ERBB3_ + cyt_prot_PI3KC__PI3KR_	kRP16_6_1*cyt_prot_p_EGF__EGFR__NRG1__ERBB3__PI3K1_
vRP16_7	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__ERBB4__PI3K1_ ; cyt_prot_p_EGF__EGFR__ERBB4_ + cyt_prot_PI3KC__PI3KR_	kRP16_7_1*cyt_prot_p_EGF__EGFR__ERBB4__PI3K1_
vRP16_8	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__NRG1__ERBB4__PI3K1_ ; cyt_prot_p_EGF__EGFR__NRG1__ERBB4_ + cyt_prot_PI3KC__PI3KR_	kRP16_8_1*cyt_prot_p_EGF__EGFR__NRG1__ERBB4__PI3K1_
vRP16_9	Deterministic	Cytoplasm	cyt_prot_p_ERBB2__NRG1__ERBB3__PI3K1_ ; cyt_prot_p_ERBB2__NRG1__ERBB3_ + cyt_prot_PI3KC__PI3KR_	kRP16_9_1*cyt_prot_p_ERBB2__NRG1__ERBB3__PI3K1_
vRP16_10	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB3__EGFRvIII__PI3K1_ ; cyt_prot_p_NRG1__ERBB3__EGFRvIII_ + cyt_prot_PI3KC__PI3KR_	kRP16_10_1*cyt_prot_p_NRG1__ERBB3__EGFRvIII__PI3K1_
vRP16_11	Deterministic	Cytoplasm	cyt_prot_p_EGFR__NRG1__ERBB3__PI3K1_ ; cyt_prot_p_EGFR__NRG1__ERBB3_ + cyt_prot_PI3KC__PI3KR_	kRP16_11_1*cyt_prot_p_EGFR__NRG1__ERBB3__PI3K1_
vRP16_12	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB3__ERBB4__PI3K1_ ; cyt_prot_p_NRG1__ERBB3__ERBB4_ + cyt_prot_PI3KC__PI3KR_	kRP16_12_1*cyt_prot_p_NRG1__ERBB3__ERBB4__PI3K1_
vRP16_13	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB3__NRG1__ERBB4__PI3K1_ ; cyt_prot_p_NRG1__ERBB3__NRG1__ERBB4_ + cyt_prot_PI3KC__PI3KR_	kRP16_13_1*cyt_prot_p_NRG1__ERBB3__NRG1__ERBB4__PI3K1_
vRP16_14	Deterministic	Cytoplasm	cyt_prot_p_ERBB2__NRG1__ERBB4__PI3K1_ ; cyt_prot_p_ERBB2__NRG1__ERBB4_ + cyt_prot_PI3KC__PI3KR_	kRP16_14_1*cyt_prot_p_ERBB2__NRG1__ERBB4__PI3K1_
vRP16_15	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB4__EGFRvIII__PI3K1_ ; cyt_prot_p_NRG1__ERBB4__EGFRvIII_ + cyt_prot_PI3KC__PI3KR_	kRP16_15_1*cyt_prot_p_NRG1__ERBB4__EGFRvIII__PI3K1_
vRP16_16	Deterministic	Cytoplasm	cyt_prot_p_EGFR__NRG1__ERBB4__PI3K1_ ; cyt_prot_p_EGFR__NRG1__ERBB4_ + cyt_prot_PI3KC__PI3KR_	kRP16_16_1*cyt_prot_p_EGFR__NRG1__ERBB4__PI3K1_
vRP16_17	Deterministic	Cytoplasm	cyt_prot_p_ERBB3__NRG1__ERBB4__PI3K1_ ; cyt_prot_p_ERBB3__NRG1__ERBB4_ + cyt_prot_PI3KC__PI3KR_	kRP16_17_1*cyt_prot_p_ERBB3__NRG1__ERBB4__PI3K1_
vRP16_18	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB4__ERBB4__PI3K1_ ; cyt_prot_p_NRG1__ERBB4__ERBB4_ + cyt_prot_PI3KC__PI3KR_	kRP16_18_1*cyt_prot_p_NRG1__ERBB4__ERBB4__PI3K1_
vRP16_19	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB4__NRG1__ERBB4__PI3K1_ ; cyt_prot_p_NRG1__ERBB4__NRG1__ERBB4_ + cyt_prot_PI3KC__PI3KR_	kRP16_19_1*cyt_prot_p_NRG1__ERBB4__NRG1__ERBB4__PI3K1_
vRP16_20	Deterministic	Cytoplasm	cyt_prot_p_HGF__MET__MET__PI3K1_ ; cyt_prot_p_HGF__MET__MET_ + cyt_prot_PI3KC__PI3KR_	kRP16_20_1*cyt_prot_p_HGF__MET__MET__PI3K1_
vRP16_21	Deterministic	Cytoplasm	cyt_prot_p_HGF__MET__HGF__MET__PI3K1_ ; cyt_prot_p_HGF__MET__HGF__MET_ + cyt_prot_PI3KC__PI3KR_	kRP16_21_1*cyt_prot_p_HGF__MET__HGF__MET__PI3K1_
vRP16_22	Deterministic	Cytoplasm	cyt_prot_p_PDGFB__PDGFRB__PDGFB__PDGFRB__PI3K1_ ; cyt_prot_p_PDGFB__PDGFRB__PDGFB__PDGFB_ + cyt_prot_PI3KC__PI3KR_	kRP16_22_1*cyt_prot_p_PDGFB__PDGFRB__PDGFB__PDGFRB__PI3K1_
vRP16_23	Deterministic	Cytoplasm	cyt_prot_p_PDGFB__PDGFRB__PDGFRB__PI3K1_ ; cyt_prot_p_PDGFB__PDGFRB__PDGFRB_ + cyt_prot_PI3KC__PI3KR_	kRP16_23_1*cyt_prot_p_PDGFB__PDGFRB__PDGFRB__PI3K1_
vRP16_24	Deterministic	Cytoplasm	cyt_prot_p_FGF__FGFR__FGF__FGFR__PI3K1_ ; cyt_prot_p_FGF__FGFR__FGF__FGFR_ + cyt_prot_PI3KC__PI3KR_	kRP16_24_1*cyt_prot_p_FGF__FGFR__FGF__FGFR__PI3K1_
vRP16_25	Deterministic	Cytoplasm	cyt_prot_p_FGF__FGFR__FGFR__PI3K1_ ; cyt_prot_pFGF__FGFR__FGFR_ + cyt_prot_PI3KC__PI3KR_	kRP16_25_1*cyt_prot_p_FGF__FGFR__FGFR__PI3K1_
vRP16_26	Deterministic	Cytoplasm	cyt_prot_p_IGF__IGF1R__IGF1R__IRS__PI3K1_ ; cyt_prot_p_IGF__IGF1R__IGF1R__IRS_ + cyt_prot_PI3KC__PI3KR_	kRP16_26_1*cyt_prot_p_IGF__IGF1R__IGF1R__IRS__PI3K1_
vRP16_27	Deterministic	Cytoplasm	cyt_prot_p_INS__INSR__INSR__IRS__PI3K1_ ; cyt_prot_p_INS__INSR__INSR__IRS_ + cyt_prot_PI3KC__PI3KR_	kRP16_27_1*cyt_prot_p_INS__INSR__INSR__IRS__PI3K1_
vRP16_28	Deterministic	Cytoplasm	cyt_prot_p_IGF__IGF1R__IGF1R__IGF__IRS__PI3K1_ ; cyt_prot_p_INS__IGF__IGF1R__IGF1R__IGF__IRS_ + cyt_prot_PI3KC__PI3KR_	kRP16_28_1*cyt_prot_p_IGF__IGF1R__IGF1R__IGF__IRS__PI3K1_
vRP16_29	Deterministic	Cytoplasm	cyt_prot_p_INS__INSR__INSR__INS__IRS__PI3K1_ ; cyt_prot_p_INS__INSR__INSR__INS__IRS_ + cyt_prot_PI3KC__PI3KR_	kRP16_29_1*cyt_prot_p_INS__INSR__INSR__INS__IRS__PI3K1_
vRP17_1	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__ERBB2_ + cyt_prot_PIK3C2A_ ; cyt_prot_p_EGF__EGFR__ERBB2__PI3K2_	kRP17_1_1*cyt_prot_p_EGF__EGFR__ERBB2_*cyt_prot_PIK3C2A_
vRP17_2	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__EGFRvIII_ + cyt_prot_PIK3C2A_ ; cyt_prot_p_EGF__EGFR__EGFRvIII__PI3K2_	kRP17_2_1*cyt_prot_p_EGF__EGFR__EGFRvIII_*cyt_prot_PIK3C2A_
vRP17_3	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__EGFR_ + cyt_prot_PIK3C2A_ ; cyt_prot_p_EGF__EGFR__EGFR__PI3K2_	kRP17_3_1*cyt_prot_p_EGF__EGFR__EGFR_*cyt_prot_PIK3C2A_
vRP17_4	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__EGF__EGFR_ + cyt_prot_PIK3C2A_ ; cyt_prot_p_EGF__EGFR__EGF__EGFR__PI3K2_	kRP17_4_1*cyt_prot_p_EGF__EGFR__EGF__EGFR_*cyt_prot_PIK3C2A_
vRP17_5	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__ERBB3_ + cyt_prot_PIK3C2A_ ; cyt_prot_p_EGF__EGFR__ERBB3__PI3K2_	kRP17_5_1*cyt_prot_p_EGF__EGFR__ERBB3_*cyt_prot_PIK3C2A_
vRP17_6	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__NRG1__ERBB3_ + cyt_prot_PIK3C2A_ ; cyt_prot_p_EGF__EGFR__NRG1__ERBB3__PI3K2_	kRP17_6_1*cyt_prot_p_EGF__EGFR__NRG1__ERBB3_*cyt_prot_PIK3C2A_
vRP17_7	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__ERBB4_ + cyt_prot_PIK3C2A_ ; cyt_prot_p_EGF__EGFR__ERBB4__PI3K2_	kRP17_7_1*cyt_prot_p_EGF__EGFR__ERBB4_*cyt_prot_PIK3C2A_
vRP17_8	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__NRG1__ERBB4_ + cyt_prot_PIK3C2A_ ; cyt_prot_p_EGF__EGFR__NRG1__ERBB4__PI3K2_	kRP17_8_1*cyt_prot_p_EGF__EGFR__NRG1__ERBB4_*cyt_prot_PIK3C2A_
vRP17_9	Deterministic	Cytoplasm	cyt_prot_p_ERBB2__NRG1__ERBB3_ + cyt_prot_PIK3C2A_ ; cyt_prot_p_ERBB2__NRG1__ERBB3__PI3K2_	kRP17_9_1*cyt_prot_p_ERBB2__NRG1__ERBB3_*cyt_prot_PIK3C2A_
vRP17_10	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB3__EGFRvIII_ + cyt_prot_PIK3C2A_ ; cyt_prot_p_NRG1__ERBB3__EGFRvIII__PI3K2_	kRP17_10_1*cyt_prot_p_NRG1__ERBB3__EGFRvIII_*cyt_prot_PIK3C2A_
vRP17_11	Deterministic	Cytoplasm	cyt_prot_p_EGFR__NRG1__ERBB3_ + cyt_prot_PIK3C2A_ ; cyt_prot_p_EGFR__NRG1__ERBB3__PI3K2_	kRP17_11_1*cyt_prot_p_EGFR__NRG1__ERBB3_*cyt_prot_PIK3C2A_
vRP17_12	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB3__ERBB4_ + cyt_prot_PIK3C2A_ ; cyt_prot_p_NRG1__ERBB3__ERBB4__PI3K2_	kRP17_12_1*cyt_prot_p_NRG1__ERBB3__ERBB4_*cyt_prot_PIK3C2A_
vRP17_13	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB3__NRG1__ERBB4_ + cyt_prot_PIK3C2A_ ; cyt_prot_p_NRG1__ERBB3__NRG1__ERBB4__PI3K2_	kRP17_13_1*cyt_prot_p_NRG1__ERBB3__NRG1__ERBB4_*cyt_prot_PIK3C2A_
vRP17_14	Deterministic	Cytoplasm	cyt_prot_p_ERBB2__NRG1__ERBB4_ + cyt_prot_PIK3C2A_ ; cyt_prot_p_ERBB2__NRG1__ERBB4__PI3K2_	kRP17_14_1*cyt_prot_p_ERBB2__NRG1__ERBB4_*cyt_prot_PIK3C2A_
vRP17_15	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB4__EGFRvIII_ + cyt_prot_PIK3C2A_ ; cyt_prot_p_NRG1__ERBB4__EGFRvIII__PI3K2_	kRP17_15_1*cyt_prot_p_NRG1__ERBB4__EGFRvIII_*cyt_prot_PIK3C2A_
vRP17_16	Deterministic	Cytoplasm	cyt_prot_p_EGFR__NRG1__ERBB4_ + cyt_prot_PIK3C2A_ ; cyt_prot_p_EGFR__NRG1__ERBB4__PI3K2_	kRP17_16_1*cyt_prot_p_EGFR__NRG1__ERBB4_*cyt_prot_PIK3C2A_
